text,emotion
guess want eat clean no chewing spitting no laxatives nothing like even though hardly ever use must admit use feel awful made eat loads not gone probably legitimate use,0
feeling festive extremely excited next days fly,1
missed last tram home walk pouring rain,0
already feeling bit lethargic pain med pulled muscle shoulder neck heat zonkered strength left,0
made til lost consciousness feel lucky could still say words,1
spend first half hour without internet feeling lost little scared,0
feel proud girls accomplishments morning,1
perform submarine cartwheel feel violent tug ankle board gets hauled towards beach,0
feeling kind low energy like right probably not much weather much actually evidently going another series flashbacks not even aware,0
got little cold towards end vacation not even hour shift feeling miserable,0
kind feeling weiqiang cos ok really dk somehow see instinct tell,1
miss fact super busy keeps feeling crappy far away,0
never contend white right say sometimes feel burdened race,0
feel self publishing route completely entirely acceptable collections poetry means work greater chance reaching possible audience,1
feel virtuous glow means whatever like rest day long includes tackling endemic pile washing point,1
actually debated not coffee today spike insulin levels feel exhausted happened,0
learned much class feel comfortable using tools introduced,1
feel calm days,1
refuse feel hopeless,0
feel lonely last night,0
feel like photograph top looks bit messy,0
feel sitting lame ish leg though decided not bad like coming end quickly,0
feel bit idiotic thinking would little less douch bag let someone really know generally ask schedual times hour last minute,0
lindyhot laughing loud usually always not bn well though old r kids,1
know happening feel pretty cool,1
definitely feeling effects progesterone two ways breasts tender tired,1
hurt angry not mention annoyed come terms feelings resolved let go lest discontent make lose already precarious job,1
also feel sorry teachers,0
feeling going generous kind like daddy,1
hmxcasey sorry,0
feel creativity repressed force lost median project world full potential,0
feel cool thing,1
feel though clam nervously awkwardly not cute quirky way,1
feel like gotten adventurous months passed love,1
feel appreciative thankful days,1
feeling glamorous waiting red carpet attend premiere new film,1
aannniieee uuuugh hate everything,0
come enough quotient related much scrapbooking wanted feel successful,1
feeling oh clever design ill keep secret sorry,1
feeling like free not chains relationship something like,1
feeling gloomy around friends well feeling fun alone,0
feel makes belly bandit reviews useful girl going way solution relate match well,1
feel doomed wreck heart aches,0
reading feeling comfortable giving go,1
care much point want feel numb already,0
id feel extremely ungrateful not take opportunity thank random,0
feeling pleased imagining life,1
not feeling terrific made short work organizing several closets cupboards,1
feel energized passionate ready achieve,1
feeling pressure make something super fabulous,1
always regret makes feel crappy run knew would not home showered nearly lunchtime,0
feel stupid hobby study,0
feel strong movement seriously,1
feel completely useless sometimes,0
want feel ecstatic forever,1
cherrybaby glad like,1
feel like useful though helping process interpersonal conflicts strategize productive healthy ways deal tensions arisen summer,1
feel like would smart make book stands alone not part series,1
doubt many people would feel depressed needs could taken care,0
poor little mth old taken hospital yesterday syringe feeding home not want drink,0
feel useful monitor heart rate also calories work,1
feeling particularly festive christmas decorations go beginning december allowing almost month actual holiday,1
feel pain devastation anxiety ever looming fear add something else said list regretful final words,0
always feel like much needy hungry really hear,0
feeling like truthful time,1
feel like takagi sayuki energetic girl juice juice,1
usually predict make feel gorgeous,1
feel kris allen incredibly talented young man respect adam lambert one kind artist clearly head shoulders kris john mayer impersonation,1
really feel like eager destroy someone life yet always want help everyone around,1
feel ultimately isolated,0
kept busy day girl cubicle next bud feel competient useful,1
notice visits found not liking double guessing behavior thoughts even wondering feel lousy,0
looks like no diamond ball,0
never wanted hurt baby never wanted make feel unimportant,0
many mmms missouri would like share feeling overwhelmingly sentimental,0
djunity thanks,1
id feel lousy start moving body,0
feel reassured dealing diet right way good,1
wishinghearts oh wow work sunday monday still town,1
stayed home church pman sick not feeling well either,1
ill feeling fine,1
tried soak many facts could took away overall feeling appreciation rich history remains,1
watching aliens boobie craig rise house early bedtime grown ups,1
feel good posted href http www,1
want feel burdened obligation feels like societal rules etiquette,0
feeling bit sentimental right,0
thankful understanding boss could tell not feeling well insisted go home little bit early,1
feel intelligent enough college learn different fashion awarded system,1
fall pregnant cycles ok back guilty feeling pleased ish,1
getting ready babysit,1
feel homesick song listen,0
keep fund fun money use need pick feel like supporting good,1
definitely think lot left achieve comes feeling passionate alive regular basis,1
know way also feeling like something special involved party planning,1
lost since break two got feeling pretty,1
proud call one always feel like hes appreciative yet sad,1
not know almost got feeling actually might like got feeling liked olivia,1
saw people forming cozy social circles everywhere turned attempts feel accepted left feeling like pretending someone not,1
everybody leaving work early except,0
glad said working feel brave,1
return place childhood feeling much like blank slate many ways spiritually speaking,0
wanted feeling awful,0
really style confused want feel inspired also,1
feel eager learn,1
start preparing feel utterly devastated cry easily times,0
coming thorough although feel bit gloomy getting morning,0
feel like ludicrous,0
love feel feathers fact pillow stays cool night old one kept child really day,1
went school dance really good time finally feeling better part,1
feel fail reach triumphant last lines page realize ridiculously persistent may good thing,1
feeling cute bald bruised hissed ear could smell alcohol breath,1
feeling particularly sentimental early hours questionable reason,0
generally feeling rejected downtrodden tend,0
somebody smuggle sydney slave eternity,1
still feel rather bouncy life,1
feel broke golden rule mine going interstate road trip would get meet great grandmother,0
feeling like want cry remember delicious crabs tasted href http www,1
feel honoured taking stage folks watched perform years,1
feel hugely popular even though spam easily deleted,1
feeling not sweet type bread used make trade much flavorful,1
feeling little lonely friends realllyyyy wish everything gets better second texts calls,0
found feeling hopeless sometimes angry,0
know still lot learn good know stripped basically core freed past feel regretful,0
make city last day pride today feel like missed much,0
feel like become less intelligent almost,1
feel honored wearing floral fantasy bra london jewelers,1
not bumpin club taking shots trying feel inspired,1
"feelin quite contented sealed bargain wi Keep It Simple, Stupid",1
jem discussed feel leave bb house jem shown ink blot picture clearly picture aaron jem saw immediately nikki innocent face said saw butterfly,1
feeling cute one outfits kind sprung mind soon saw dress,1
feel helpless times live get,0
feeling empty,0
feel nurtured fed rich theological tradition,1
strong feel safe assured motivated better generally,1
poor lost duck outside olive garden makes sad,0
love grapefruit macaron portrait feel gives feeing something sweet terrible taste like grapefruit like macaron first looks like pretty cookie much complex,1
think late great grandad moses catechist feel privileged able walk footsteps share faith,1
feel ok like first single lvl feel ok class fa read href,1
talk injustice classroom made feel like valued member human race,1
getting feeling not secretly admired therefore things turned something,1
not really get dog feel like not real purpose video except looking incredibly cute,1
used one sale bration stamp sets feeling sentimental card,0
remember feeling disturbed,0
feel relax use body keep moving feel peaceful give private time thinking anything interesting,1
sit create feel much better,1
really feel miserable stress,0
feel really vain answering not say full spent long time working arrive place easy show kindness without expectations,0
received high school strong score shows room improvement really feel completely ecstatic,1
know everyone else feel little jaded every time happens,0
realised selfish saying ill run away everyone everything people feelings messy messy emotions,0
never feel proud indonesian,1
come abstruse post may may not relished readers nevertheless leaves feeling contented,1
feeling remorseful type,0
already crazy morning,0
feeling lately lame,0
really hope god never ever make anyone old feel useless,0
feeling weepy moment go tomorrow,0
know colors llarowe always put high quality gorgeous polish really feel like leah ann stepped notch collection result seriously amazing polishes,1
piss folks unintentionally post something really personal get feeling shamed,0
feel pathetic struggling every breathe take,0
feel ease welcomed serenity place build memories loved ones,1
kind person walks around store browsing ages starts feel awkward pressured wind picking thing closest buying fleeing store,0
feel little rotten not riding rest texas,0
feel feel drained feel talking others finish strength,0
pretty good day let us see night goes oh work day tomorrow no picnic,0
feel stupid contagious entertain us mulatto albino mosquito libido yeah hey yay worse best gift feel blessed little group always always end hello hello hello low,0
feel useful tool find things wrong however beginning find ineffective way quickly get core issue,1
feel sorry poor people,0
felt good made feel worthwhile absent life right,1
love twitter,0
feeling jaded recently amp going long bus journey back home went restaurant across road bus station amp ate rice pork pickles amp bowl soup amp best bloody hangover cure ever,0
plan feel vital resource not used enough,1
feel embarrassed listen public,0
still day not know nodding could understand english translations nodding make feel intelligent,1
see pic tranqual stream sunrise feel mellow see pic doggie smiles horse rolling dirt thing makes smile get idea,1
know feel always challenge rarely successful,1
left nebraska beginning july left feeling discouraged,0
looosie agfest pretty awesome loads people laughing loud,1
admit not feeling thankful today,1
used self deprecation deflect feeling sentimental special person past,0
sound whiny said feeling little unloved moment,0
mean sure could drum something stubborn brooding creature times let try feel sweet heat moment,1
face life feel disappointed anger sad happy everything share blog,0
feeling crappy yet,0
also know feeling extremely disheartened overwhelmed admitted,0
suppose say feel dumb,0
love dee understands life major ups downs frustrations never feel whiney,0
somehow feels like eunhae convinced,1
feel like fight got beaten saw opponent laying ground knocked hes hit yrs,0
feeling isolated phd experience reach community know not alone,0
see tend much willing engage feelings keen understand talk,1
still not done payroll supposed headache,0
feel pretty depressed tonight,0
feeling rejected not want weekend,0
feel contented sudden,1
neat organized person fact slacking things really not sit well feel like house messy unorganized feel messy unorganized,0
think things feel lack feeling jaded not gone right colours faded,0
already worried fate mood icons get feeling next list facepalm think doomed irritate forever,0
dropping mum station miss mum,0
feel gnawing holes flawless souls every face looks familiar,1
feel extremely blessed close friends sisters julie,1
feel believe quite well,1
feeling bit nostalgic today,1
say no feel guilty date,0
feel really precious chance perform stage really long,1
would recommend forgetting foundation sticking powder optionally concealer get sweaty foundation feels horrible,0
sort numb feeling powerlessness care took protect chickens predators not guarantee safe,1
feel see basket come door feels like christmas christmas time cannot stand rich smell comes holes basket,1
usually run one book house bail fearful feeling drowning juices fearless creating eric maisel,1
feel quite sure happened not often consider normal occurrence,1
know probably feel burdened responsbilities single parenthood right may feel compelled somehow perfectly,0
great album lucky vinyl,1
love movie especially feeling burdened lost confused heavy hearted,0
heartburn may death,0
feel splendid disturbance force,1
likee lott lott think really hot hot good night,1
feel inadequate no longer capable taking care family,0
feeling newly invigorated,1
want cry,0
notice feel relaxed connected expressing around people times feel overwhelmed tendency pull back squelch amount aliveness snowballs general dampered living feeling,1
kind feeling super odd saw walking back,1
grow hindi na pala ako lalaki older feel numb,0
also not want feel mournful loser whole weekend made excuses,0
feel festive inspired wanted observe year st,1
fluteteacher replaced new one,0
feeling mightily blessed loved,1
feel numb emotionless,0
feel listless finally working starting get energized,0
also need balance true feeling even not pleasant,1
feel calm country,1
feel like adventurous exploration phase life melbourne come end period settling getting back normal pre move life,1
put mellow tunes feeling mellow love music grabbed cup joe,1
feel intelligent expand horizons,1
finish going nerves feeling think going completely thrilled,1
feeling probably not going thrilled,1
not sure individuals cycles want certain types things certain times year starting notice spring comes start feeling creative,1
really feeling homesick month feeling really,0
feel depressed afterwards,0
mean talking wordpress made feel delighted want reach feeling hard look around,1
feeling inspired dir ltr href http www,1
learning break give someone really reminds like feel special,1
think list resolutions came beginning year feeling worthless try find,0
feel brave href http tsgitransitions,1
feel fear regret know pretending much time feel content peaceful wish well know make realing href http,1
feel like need shoulder cry huahuahua pathetic gilaa bunyi ayat tu,0
remember feeling sad missing primo opportunity,0
feel totally freaking casual alot,1
feel like even rejected hundred people long one person saying no man got keep,0
two week bout cold developed pneumonia started feeling confident family might escape severe illness year got pretty sick,1
feel isolated christian believers due many religious spiritual views,0
feel tranquil calm still,1
feel respected loved cared,1
found feeling pleasantly reassured,1
feel become boring,0
feel strongly conference provided valuable deep understanding logical foundation values,1
notarichgirl everyone else get good stuff,1
feel vain today went get brows threaded amp hurt,0
feel sitting one place long causes us become complacent lose perspective,1
feeling ever contact intelligent extraterrestial life interaction look lot like,1
feel tragic today,0
understand person could leave newborn parents weekend not feel horrible,0
totally not expecting feel like last weeks convinced experiment worked,1
hope feel privileged know seems,1
feeling generous feel like giving freebie everybody,1
shall not always feel unhappy,0
tweet pertama google feeling lucky,1
growing feeling press conferences much else looks face like inspired communication modern world may beginning cause problems,1
feel rich wearing amber,1
feel really troubled worried something know talking sort things mind,0
feel much better,1
know feel far energetic going choppy seas,1
feel overwhelming love look peaceful version rocking sleep,1
tuesday wednesday thursday friday exam wow shit,0
id feel excited,1
supposed feeling fantastic dashing like found fountain youth,1
say though music folk rocklike additional instrumentation gave almost country feel percussionist casey tennis lively would later come join songs two bands played,1
feel stupid contagious entertain us mulatto albino mosquito libido hey yay worse best gift feel blessed little tribe always always end hello hello hello low,0
oyfreakinvey witch upstate fucking hick dry county no alcohol ethnic food crying,0
feel successful href http caps lock,1
good news finally finished easactive workout paused hours bad news resistance band torn,1
feel perfect time start,1
sat wondered feel ashamed going toilet feed baby,0
naked next hes dressed feel safe afraid,1
would talk order feel less awkward among folks party,0
know posted lot various places b c not clip feeling weepy guys walking street falls hole,0
feel rather contented life right,1
see andy smarick formerly new jersey department education quite vexed idea someone feelings may get hurt discussing expansion charter schoolsi two concerns way things trending,0
xx elmo xx awhh alright,0
forwent yoga running today feel lousy,0
feel life hold waitrose situation resolved,1
left shock feeling like id mentally abused,0
feel jaded good deal palates mine incorporated,0
not feeling well excited leave href https lh,1
hiding stupid feelings lousy thoughts days,0
bevvies day twn great day,1
not first nor last moment world big full people feel alone small,0
got feeling powells delighted charge touchline scored second hartlepool much player seeing charlton take lead,1
feel honoured flattered flabbergasted,1
not sure feel think truthful future wanting knows would easier dump especially id not living,1
go feelings welcomed wonderful companion leonard whoop sister robin hours later,1
also getting cough feeling listless,0
feel stupid sort sticking head sand not want think things,0
feel like took something form owe give back mostly time want feel gave valuable lessons take future,1
tired posting bad fb status whenever feel abused know sound pathetic,0
truly understand feels like around people not considerate others,1
feel numb could punch would not even feel things okay,0
feel like super mom taking twins public managing good bad outing say not leaving house ever,1
decaf not cutting right,0
feel confident right,1
usually iphone feeling rather productive morning,1
expressive feelings overly sentimental not,0
fawnbzee,0
going something different feel build creative energy peace mind skills general big ideas like time keep night turn add make anxious,1
feel proud honorable thing help someone love clean things iron clothes,1
used feel ashamed inability speak cantonese fluently would always ask mom never insisted teaching siblings chinese younger,0
feel like punished sins though,0
feel like beaten like horrible,0
love feel touch childrens lives positive way,1
guess feel differently let academics trying popular high school really suck time,1
already knew seeing makes feel worthless ugly stupid even bothering,0
feel slightly groggy,0
seem see sexual innuendo things see last several weeks feel repressed,0
feeling bit disheartened vso work would,0
feel passionate artistic settled craft,1
feel miserable whenever put damn things inside mouth usually try hard bypass tongue,0
quit screw everyone frame shop would not feel bad besides british,0
say though fell briefly another world good feeling echos discontent come know something bad happened long ago cannot anything sad none less,0
mom knows child need activities want feel valued,1
said feel honored chance capture many little cuties grateful amazing clients entrusting capture amazing moment lives,1
feel successful ran pretty smoothly even postponed week last minute ran time every day,1
feel reconnected mason amp reassured realtionship,1
feeling lousy may dismiss gorgeous day feeling bright cheerful dreary days becomes tolerable,0
really really want golden retriever bad not living home could run around years,0
trust friends feel fake,0
feel like still reeling many hours emotional upheaval,0
married man love deeply indeed makes feel safe,1
also extremely thankful girlfriend decided tag along feel though valued experience,1
feel disheartened crap always dumped expected fix clean take care everything counselor interface outside world,0
feel supporting efforts cancer illness carrying fire lend hand href http www,1
ill around saturday afternoon feeling sociable,1
power run k without feeling exhausted,0
need accept treated like princess everyday without feeling dumb situation,0
feel like dad going get blamed something not something not want happening,0
sure feels victimized anyway let victim no longer play part,0
get feeling without real no fake something worth faking call real,0
still feeling strong decided increase pace slightly wait mile left going full sprint,1
guys sorry not posting reading blogs not commenting sorry feel awful,0
not feel brave told,1
known seemed make crusade make many contacts possible point made everyone life feel unimportant disposable fact,0
lizziechristine thank much miss toooo,1
feel discontent like clean room take shower straighten hair put clothes back closet like cleaning,0
ill probably feel complacent totally slack homework,1
feel comfortable frankness like traits built within heart,1
still feel bit embarrassed answer questions comes next,0
feel pressure productive,1
not injured since barely feel muscle strain therefore think techniques acceptable,1
tired feeling really lethargic,0
feel incredibly deprived lot time really puts dent socializing people,0
currently use ipod touch app called iflow reader generously scrolls text worry hitting pesky touch screen turn virtual pages feel idiotic typing please judge,0
didint feel love caring,1
truly love completely change mood make feel ecstatic,1
not feel like deserve punished,0
meet old past pupils mine find well feel joy yesterday met young woman yrs id taught yrs,1
need keep shaving makeup clothes feeling cute nails etc,1
feeling excited km virginia going new mom,1
want whole day hurry,0
must admit answer leans towards negative feel pained rather infuriated,0
not lie woke feeling awful really wanted roll go back sleep start,0
felt inevitable sinking feeling doomed,0
suppose strictly true feel movie particularly faithful saphria brom durza,1
feel partially entertained action,1
moi uae wth hello,1
met close friend mine one year separation,1
feel hopelessly inadequate,0
want withhold intimacy equally wish avoid feeling like puppy eager please,1
need certain components feel submissive,0
wanted feeling welcomed yet laid back still true southern grace,1
feel though not going resolved sort tangible consequence dangerous position taking absolutely humiliating leap perilously wrong direction though always felt drawn canyons mountains,1
one feel like beaten,0
brighter note still work friday working peoples problems oh man eating pizza tonight hoorah,0
mitchelmusso would love call live norway little hard,0
feel inhibited people house,0
guess explains find hard not impossible fully embrace choice thus always left feeling unhappy depressed final decisions,0
get weird feeling keeps aching,0
feeling good ever thinking getting back ways apparently far never discouraged life,1
dealt stress anxiety last quarter sometimes feel like ok,1
feel not yet accepted explore led path anorexia,1
tried wear would feel like jolly green giant lumbering around,1
want say happy mother day mommy,1
not going tell man feel victimized things even keel unless truely,0
noticed two spiders running floor different directions,0
going write lot things thinking past days spent day getting things done none writing feel little unhappy night boyfriend,0
mitchelmusso never calling phone scammer said next hung cannot get,0
tell feels like shamed not going gym every day,0
feeling hopeful move forward area place value,1
quite unhappy past three days feel like jerk saying ungrateful pain ass teenager cannot anything nice family without sulking,0
feel sorry everyone,0
feel valued company companys internal image consistent external one,1
mad situation mad feeling needy,0
feel beaten not great things life negativity getting best power beat positivity,0
remember feeling like precious tiny fragile thing ever held loved fiercely not without fear,1
never today not feeling good,1
feel embarrassed placing bottle cooled boiled water table,0
feel proud always keep good medicine old fashioned quality good,1
unfortunately not really ate like pound man week last week gained weight feeling pretty crappy jiggly,0
still feel weakness punished,0
know cancer still piece pumpkin pie not feel least bit guilty,0
would rather stay pregnant long getting good feeling good guess looking forward,1
feeling unwelcome someone quite time,0
feel like completely broke ever,0
feel lame may first time commented blog read,0
feeling especially unhappy stressed anxious send love messages,0
want live feel pathetic please no mean answers need help please,0
never seen bike stands full tripled feeling boyhood might quite popular,1
crazy essay marking marathon saying feel brain drained would quite strong euphemism,0
cannot sleep ugh shit damn day tomorrow wanting take sleeping pill know ill get late,0
spent lot life feeling unhappy skin got taste feels like content years ago,0
beautiful loved would say sweet things occasionally never made feel like gorgeous enough keep looking whatever,1
get feeling simi valley friendly place,1
sit alone home feel depressed often think awkward embarassed always teenager,0
left dinner feeling exhausted since better position,0
mail came still no infamous,0
feeling positive,1
always sex actually hate cry afterwards every time feel goddammit worthless,0
began feel glad childrens father not alone easter,1
wanted go get checked feeling like terrible terrible cold not even influenza ish getting better day,0
feel sad every day,0
amp caf long time update blog feel excited update food hunting,1
feel dumb not understanding said first feel ashamed cracking pressure service,0
feeling benevolent ill give anemone mo ne three five apples,1
find good supportive ed site gets shut feel lost,0
discombob yeah done several times dumerils boa times w no prob wonder hognose needs bigger food,0
feeling little jaded honestly looking forward chinese new year first time,0
feel privileged place think things,1
feel wave sympathy toward brave woman like far home,1
could feel morose doubt would energy anything,0
mean feel going punished not short time not want around people happens,0
feel still special place,1
unrememberable makes feel unimportant makes feel lonely,0
mean could actively feel courtney simultaneously trying not laugh also feeling aggressively embarrassed panic stomach pains idea breathlessly saying someone name know,0
claireyjonesy mines curly moment want mine straight laugh,1
feeling rather festive lately anyone counting christmas day,1
not exactly fan football perhaps another reason feel awkward around football loving family,0
ever got insurance hope would pay shrink could stop feeling balance emotional,0
watching friends reduces stress inside thanks bright kauffman crane created series love love love,1
reading lab manual feel like know apply reading know tomorrow id freak blank attempt bullshit way,0
feel honoured time thankful,1
not feel deprived suffering lack strength,0
could watched pilot way would eventually finished somehow feel creators artistic intention show not watched ten second increments course hour half,1
stomachaches sometimes id feel sleep usually groggy realise hurts remember hurts drift sleep,0
olsonbd loved thanks taking care,1
looking forward getting baptized maybe not feel devoted broken front lord,1
feel like rushed weekend,0
feel productive feel pointless based checkbook updating room cleaning versus ipad games random internet browsing,1
learn not feel hurt,0
thought would work well feeling would meditation however find actually much not saying meditation not useful however key factor reducing anxiety levels,1
wanted feel valued,1
suppose comes not feel sincere,1
feel like bellas dumb ass sitting front window waitin edward watching seasons change shit,0
left feeling like god dropped heart broke,0
feel proud manage follow recipe share world,1
could quote recent poll showing young american muslim men feel suicide bombings acceptable defense islam apparently things like not kill not universally shared moral values,1
not feel inhibited fact woman clodia husband sorry mean brother always make slip personal enemy everitt,0
feel carefree content,1
remember feeling contented orchard beautiful day,1
kristenstewart wow cannot believe reached facebook limit friends crazy,1
dougreport read floyd article says private,0
go run find delightful little river spot sit rocks soak scenery coolness water bizarreness day feel invigorated,1
looked peoples pics realize us feel way proud far come,1
discovered friend would licensed first call emotion accompanied great relief coronation year sacrifice extrene discipline,1
thought faking feeling not truthful,1
loved feeling smart wise,1
feel bit emotionally drained honest heart story wee mum miss much,0
feel bit boring,0
feeling terrific great shape optimistic ill heal well quickly remaining realistic going feel fairly crap first week,1
feel sad catch eyes glimmering,0
find button overcome feeling shear relief precious nine minute segment rest feeling no object provide,1
feel whoever amp wherever even though not lead glamorous life like celebrities not beautiful beauty queens make best everything bcoz class,1
constantly feel jaded alone,0
looking countless ads amp likeus banners keep popping facebook account tempted feel jubilant rejoice advertising branding power social networks might temporary phenomenon,1
feel empty sad definitely not anymore,0
feel like lot talented aussies around,1
feel though becoming jaded point numbness,0
feel like totally lame person,0
believe feeling duality spirituality suffering growth offers manifestation happiness fulfillment,0
roel thank good sir surprisingly good afternoon productive,1
feel ungrateful trying hard appreciate happy At The Moment,0
feeling slightly solemn,1
managed tell girl inlove reacted thought told no feelings ignored ever happened bothers,0
feel strongly water safety precious babies,1
feel like es kids innocent curiosity not think twice answering questions probably would not answer coming jhs students,1
jennyrae wow really hope gets better asthma sucks,1
feel assured closer came hide think better get touch wish could tell everything alright wish everything alright,1
feeling really dumb asking come,0
know supports cannot feel not think hes strong enough support,1
feel comfortable either way,1
feel keep things casual take things slow well okay someday,1
draft syllabus not feel thrilled readings,1
squirrel dude no sun,0
left feeling wonderful feeling alive feeling good,1
feel useless spending time nothing much sleep,0
sitting mulling past held hands ratty journal could feel aching conclusion least sort coherent feeling could comfortably bring experience finality,0
finished watching quot role models quot hilarious debating whether go hmmm,1
feeling somewhat satisfied f,1
remember feeling mellow turned roommate gotten bronchitis went northeast partied anyway,1
feel valued important people life satisfied first time many years,1
feel free leave comment,1
one would certainly feel loss trying intelligent dialogue piece cloth especially important matter no doubt often discussed surgeries,1
feel unloved disconnected use invitation initiate conversation us,0
thought id let know still feeling guilty lack blogging fall season,0
remember day moaning derek badly needed loved break got trace would go sleep nonna poppis house left feeling neglectful,0
make feel valued included even see often one superpowers,1
found book highly enjoyable read feel author missed making truly remarkable read fleshing characters story bit,0
feel privileged able experience,1
even imagine really good selling well multi millionaire writers feel days feel terribly unimportant writing world,0
could feel aching shame submitted man,0
feel honored part culinary community,1
want play parachute games,1
going home sore eyes,0
could really feel trusting,1
dislike seeing friends sad know inevitable amp amp yes get sad feel hopeless knowing sad n not show act like everythings fine deep deeeeep way deep feeling really shitty,0
feel safe secure peaceful among anarchist masses cholicy baby past bed time rock concert,1
feel really numb like nothing,0
really like new look topshop h amp feel like forever lot really cute clothes accessories not expensive ended picking forever,1
drink beers feel mellow chill not really get smashed,1
feel dumb especially not big enough blog make money confession,0
feel word rich accurate describe texture color payoff,1
feel blessed one us able stay home amelia times,1
always find turn new year really positive period time feel optimistic things horizon whilst things inevitably involve lots hard work sitting mug tea planning year ahead really cathartic,1
feeling proud say silvi simsalabim,1
feel like like fake,0
binding hearts wishes feelings form story not poems honestly lame rhyming words,0
quit not feel comfortable anymore,1
miss deadline feels like missed opportunity,0
soccer brazil th cup portugal match feels game portugal day highlights friendly wednesday portugal november nov vs venue betfair win href http adriannod,1
would find gratifying work feel important like maybe really public servant claim,1
feel lucky first time life feel like everything anything,1
learnt clean eating makes body feel better,1
hope no longer away college always feel little homesick,0
want enter defiance coming different culture feel offended not allowed,0
char anderson hehe fun tweets,1
pickleshy tongue cheek mentalities another one takes piss arabs long,0
feel like stressed mother whilst mother relaxes tends littlest sister,0
already feel like damaged goods like sort monster person broken vase,0
suspect hope feel really cool finally realize dream first wrote diary,1
could not cannot help feel lucky cool dude broddah mon,1
felt lonely writing family,0
not sure listen songs always make people feel dull felt depressed,0
feel hardcore one brave cold streets get wear two outfits one top get dance every red light stay warm tested title ghost cakes garmins href http minutespermile,1
starting feel gloomy already,0
feel stumped troubled,0
feel ashamed lack empathy times,0
first anatomy lesson,0
trying take time get good better feel useful tool animating could draw right onto maya screen aswell,1
something sexy blonde cowgirl rubbing field,1
feel ashamed older talking way talk way lead mature,0
recently redesigned website easybudgeting id appreciate constructive criticism look feel layout ease use etc whether seo friendly,1
repeat feel terrific,1
feel foolish envy next girl,0
dangit lsu w spot b leads southern intentionally not mentioning anything got jinxed anyhow,0
day feel unhappy body pray would remember god always desires always loves accepts given purpose life not allow time preoccupation self,0
feeling really cool day,1
joininghe bandwagon wheeeeeeeeeeee,1
know better feel complacent soon relinquish firm hand tiller take eyes taut snapping sail likely capsize flounder,1
feeling lonely right,0
not feeling spacey body still pretty drained snatch squats pretty brutal,0
feeling inadequate incapable overwhelmed,0
feel ugly horrible inside,0
content today feeling pleasantly calm swim sauna tuna salad lunch coffee friend birthday today,1
feel passionate meaning instead feel physically emotionally drained current position,1
constantly feel need remind audience intelligent think,1
explained feeling lost kira terry turned hour later packing tape big smiles helped pack house move,0
also feel environmentally friendly using parts planes instead relying new materials,1
feel exhausted accomplished happy hard days work beyond elated finally home anthony even homework,0
caps girl girl bangin shoes work,0
think taiko experience far root feeling dissatisfied somewhat unhappy lately something else not able explain,0
family mmembers friends blame something not responsible feel sad not fault,0
feel little ungrateful received book free giveaway href www,0
actually find feeling strangelly unpleasant like energy nothing,0
always get feeling actually dampening friends moods carefree happy life not show enthusiasm,1
feeling generous let know usually choose winning horses,1
feeling isolated scale things seemed cause worry alone opening ill bite,0
feeling environmentally friendly,1
really not feel like complain sorry mom,0
cannot makes feel even worthless,0
recently begun discover inability accurately communicate feelings many situations worship time sing others words others god inspired chords feel totally peace,1
sensitive guy gets feelings hurt easy,0
feel amazingly lucky managed get capstone point still willing excited,1
hate made feel even convinced gained several pounds severely upset,1
feeling generous mostly due patience understanding newbie writers learning curve without time curving calamity grammar typo culprits,1
feel may punished,0
would watch feel frustrated realize fifteen feet away ocean freaking wave crashing covering majority earth ocean,0
not want count friend compliment unless complimented something not material tend feeling super affectionate,1
feel patients time important drs,1
feel embarassed humiliated sad miserable href http www,0
learned years different strengths tempted covet strengths others feel inadequate comparison firmly fix eyes jesus,0
feel alittled defeated,0
feel pump guys keen see,1
feel needy men always try please women always agreeing not saying no anything,0
feel lucky happy royal f roux celebrate first anniversary ameba pico,1
put twenty dollars loose marbles tip box every time see always feel like getting terrific deal,1
new phone pwns,0
never going town sunny friday half term eugh got no electricity,0
sitting work watching clock not moving fast enough,0
say feel content,1
feeling hopeful may actually celebrate time two,1
got kind sick feeling shitty people tell gained lot weight used thinner blah blah blah,0
no words adequately describe peaceful tranquil feeling emerged rainforest sure hector would many words describe beloved el yunque,1
still sick sigh,0
feel like hated argue,0
know every time conversation stops stops abruptly left hanging feeling empty confused,0
nachos kind sick feeling low energy,0
working birthday not bad get work ruby rails,1
feel spark divine,1
spent week feeling numb hurry,0
help feel invigorated excitement ever present potential possibility rekindled,1
could feel putting simply splendid,1
beginning feel pangs melancholy thought leaving place behind,0
chillin rents looking hilarious old photos well funny,1
feel ashamed everything,0
remember driving animals make feeling devastated would cry,0
feeling oddly energetic right probably coffee talking,1
really explain feeling emotional ecstasy,0
superfro bad sitting watching pens replay getting excited think coffee knows,0
feel like likeable person,1
feel unwelcome call friends always felt could ring ex always,0
feel convinced living time truly represented books sense living bible times books date abiding meaning time,1
phones lit like christmas trees go work people not get everything done monday,0
feel need apologize profusely sounds like not benevolent dictator ordering around,1
feel mood start turn gloomy remind fog clouds sun always shining,0
mufasa warriors ocean hahahahahaha,1
unitechy wud like actually free weekend time family visiting staying put next time,0
feeling way since even mine r mine even determined sweat tears whatever else keep,1
came away feeling book taken perhaps not intelligent enough appreciate much genius,1
still feel stupid rude naive judging exactly unfairly judged,0
